gls_ver,pixrad,asw,pixscale,swid,n_models,Mtot_ens_ave,mid,z_src_used,z_lens_used,created_on,Mtot_min,Mtot_min_z_corrected,user,Mtot_ens_ave_z_corrected,lmt_ver,z_lens_actual,type,Mtot_max,Mtot_max_z_corrected
4,7,ASW0008swn,0.16456,SW06,200,1.11999259447e+12,12736,1.0,0.5,2014-11-27 17:14:27,953873100250.0,643517818413.0,c_cld,755588128906.0,1.6.3,0.5,old,1.28642430223e+12,867869070120.0,
4,10,ASW0008swn,0.16456,SW06,200,697172281216.0,12737,1.0,0.5,2014-11-27 17:15:49,635315718170.0,428607311447.0,c_cld,470338020171.0,1.6.3,0.5,old,775028634914.0,522862775160.0,
4,12,ASW0008swn,0.16456,SW06,200,609890005646.0,12738,1.0,0.5,2014-11-27 17:18:00,572211559469.0,386034928885.0,c_cld,411454192179.0,1.6.3,0.5,old,655709134132.0,442365458675.0,
-2,8,ASW0004dv8,0.0,SW01,200,1.87842812235e+12,4550,2.0,0.2,2013-08-03 22:51:04,1.6563784627e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,2.1053942292e+12,0.0,
5,10,ASW00042d9,0.16456,----,200,2.13433955519e+12,F37TTRCS7W,1.0,0.48,2015-05-05 13:51:36,1.93672232685e+12,0.0,c_cld,0.0,2.0.0,0.0,new,2.3432234764e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,1.71435385921e+12,4553,1.0,0.2,2013-08-04 12:02:40,1.51575230705e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,2.00039041382e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,5.6036259606e+12,4554,1.0,0.5,2013-08-04 12:08:19,4.8841192765e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,6.23377592926e+12,0.0,
5,8,ASW0007iwp,0.16456,SW58,200,1.16535614084e+13,M5GLDBO63A,1.0,0.5,2015-06-12 09:56:26,1.00490292641e+13,8.22085389523e+12,psaha,9.53348061587e+12,2.0.0,0.6,new,1.29147095318e+13,1.05651936491e+13,
5,12,ASW0009ah7,0.16456,----,200,5.59005657246e+12,MUGCPS43Y5,1.99,0.43,2015-05-17 08:21:56,5.11679819769e+12,5.11679819769e+12,c_cld,5.59005657246e+12,2.0.0,0.0,new,5.9631980382e+12,5.9631980382e+12,
5,10,ASW0001csb,0.16456,----,200,1.71820751495e+12,AMA6R2SYYF,0.9,0.29,2015-05-05 15:09:52,1.56881606876e+12,1.56881606876e+12,c_cld,1.71820751495e+12,2.0.0,0.0,new,1.90159633304e+12,1.90159633304e+12,
-2,8,ASW0004dv8,0.0,SW01,200,7.08059660374e+12,4568,1.0,0.5,2013-08-04 12:59:36,6.32626596791e+12,0.0,Capella05,0.0,0.0.0,0.0,old,7.82272304502e+12,0.0,
-1,8,ASW0002dx7,0.0,SW20,200,3.59941047697e+12,474,1.0,0.5,2013-06-07 06:04:25,3.14612625451e+12,1.27834685069e+12,jasonjason,1.4625271446e+12,,0.3,old,4.08193512208e+12,1.6585885263e+12,
-2,8,ASW0004dv8,0.0,SW01,200,1.73796480748e+12,4571,1.0,0.2,2013-08-04 13:10:23,1.52483546144e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,1.92337717944e+12,0.0,
4,12,ASW0007k4r,0.16456,SW05,200,1.26419184939e+13,12766,1.55,0.62,2014-11-28 08:27:41,1.18862631497e+13,1.00179649383e+13,c_cld,1.06548453983e+13,1.6.3,0.6,old,1.33527173138e+13,1.12539199406e+13,
5,12,ASW0001lb5,0.16456,----,200,2.90475649455e+12,GSSPJIU2Z2,1.0,0.5,2015-05-11 13:13:51,2.69944338738e+12,0.0,c_cld,0.0,2.0.0,0.0,new,3.11796689979e+12,0.0,
4,12,ASW0007k4r,0.16456,SW05,200,1.25791179615e+13,12768,1.55,0.62,2014-11-28 08:45:50,1.17808919398e+13,9.92915611137e+12,c_cld,1.06019159348e+13,1.6.3,0.6,old,1.33508761336e+13,1.12523681595e+13,
4,12,ASW0007k4r,0.16456,SW05,200,1.30048708155e+13,12769,1.0,0.5,2014-11-28 08:57:40,1.20761535975e+13,9.87919248041e+12,c_cld,1.06389522899e+13,1.6.3,0.6,old,1.38451796559e+13,1.13263874662e+13,
5,12,ASW0008qsm,0.16456,SW29,200,872227085823.0,DLDC4N7SOR,1.0,0.5,2015-05-12 09:15:58,810828281996.0,926537142637.0,c_cld,996697833282.0,2.0.0,0.8,new,941436419796.0,1.07578365203e+12,
4,12,ASW0007k4r,0.16456,SW05,200,1.2732666362e+13,12771,1.55,0.62,2014-11-28 09:20:16,1.18101178317e+13,9.9537882398e+12,c_cld,1.07313293992e+13,1.6.3,0.6,old,1.35520509476e+13,1.14219220561e+13,
-2,8,ASW0004dv8,0.0,SW01,200,5.62921653945e+12,4585,1.0,0.5,2013-08-04 13:39:48,4.93024932256e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,6.18025211862e+12,0.0,
5,12,ASW0008qsm,0.16456,SW29,200,719267765045.0,2SU75GA4XN,1.8,0.6,2015-05-12 18:56:05,688529425004.0,917600445518.0,c_cld,958565309897.0,2.0.0,0.8,new,750366925683.0,1.00001103846e+12,
5,12,ASW0007iwp,0.16456,SW58,200,5.75531569705e+12,4XBJWT3COV,1.0,0.5,2015-07-15 14:30:23,5.37236422768e+12,4.39499380757e+12,L,4.70827661289e+12,2.0.0,0.6,new,6.19279268992e+12,5.06616535482e+12,
5,12,ASW0009ah7,0.16456,----,200,6.85593213427e+12,GMUGWHYE54,1.3,0.43,2015-05-17 10:36:51,6.37603328355e+12,6.37603328355e+12,c_cld,6.85593213427e+12,2.0.0,0.0,new,7.45725275723e+12,7.45725275723e+12,
4,11,ASW0008swn,0.16456,SW06,200,1.57405549576e+12,12372,1.0,0.5,2014-04-22 11:00:57,1.43847715493e+12,970449507735.0,c_cld,1.06191563472e+12,1.6.3,0.5,old,1.7100789504e+12,1.15368205182e+12,
4,12,ASW0008swn,0.16456,SW06,200,1.47884358754e+12,12373,1.0,0.5,2014-04-22 11:04:27,1.37611297715e+12,928376343471.0,c_cld,997682185373.0,1.6.3,0.5,old,1.61035290715e+12,1.08640320124e+12,
5,12,ASW00024id,0.16456,SW45,200,6.15222246137e+12,TSKKYHD3CB,1.2,0.76,2015-04-28 12:42:56,5.86522465304e+12,3.73709036996e+12,c_cld,3.91995408093e+12,2.0.0,0.8,new,6.54080583197e+12,4.16754411509e+12,
5,8,ASW00023pg,0.16456,----,200,2.31686001147e+12,ENCENHLARJ,1.0,0.5,2015-07-10 13:41:26,2.04514027279e+12,0.0,L,0.0,2.0.0,0.0,new,2.61722068076e+12,0.0,
5,10,ASW0007pga,0.16456,SW56,200,1.92030882458e+12,VHV6RQYYKZ,1.0,0.5,2015-05-09 17:16:20,1.80311033996e+12,970976460822.0,Capella05,1.03408794507e+12,2.0.0,0.4,new,2.05733331928e+12,1.1078757527e+12,
-2,8,ASW0004dv8,0.0,SW01,200,5.60787075777e+12,4617,1.0,0.5,2013-08-04 14:36:11,4.97038062306e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,6.22440387218e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,6.68215162583e+12,4625,1.0,0.5,2013-08-04 14:52:48,5.95987679676e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,7.39515341308e+12,0.0,
-2,9,ASW0004dv8,0.0,SW01,200,2.93705296432e+12,4628,0.65,0.25,2013-08-04 15:03:08,2.63121723189e+12,2.63121723189e+12,c_cld,2.93705296432e+12,0.0.0,0.0,old,3.26645842648e+12,3.26645842648e+12,
5,12,ASW0004nan,0.16456,SW15,200,588644694526.0,JUI6MB5I7K,1.0,0.3,2015-05-13 09:15:50,548019580775.0,454947481748.0,c_cld,488673089089.0,2.0.0,0.3,new,648278106217.0,538178748064.0,
5,8,ASW0009cox,0.16456,----,200,2.66464145791e+12,5P5PSM2PUJ,1.0,0.5,2015-04-26 16:02:19,2.36972435514e+12,0.0,ElisabethB,0.0,2.0.0,0.0,new,3.06794983899e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,7.54555161713e+12,6691,1.0,0.5,2013-08-16 20:19:19,6.51380910724e+12,0.0,jasonjason,0.0,0.0.0,0.0,old,8.44339133837e+12,0.0,
-2,11,ASW0004dv8,0.0,SW01,200,4.01202782398e+12,6694,1.0,0.5,2013-08-16 20:23:03,3.77599855874e+12,0.0,jasonjason,0.0,0.0.0,0.0,old,4.37306790095e+12,0.0,
-2,9,ASW0004dv8,0.0,SW01,200,6.1208175771e+12,4648,1.0,0.5,2013-08-04 16:01:31,5.59368807639e+12,0.0,Capella05,0.0,0.0.0,0.0,old,6.68003381696e+12,0.0,
5,12,ASW0009ah7,0.16456,----,200,7.08777231692e+12,QXUMNCVEFF,1.5,0.43,2015-05-17 09:54:56,6.42586374781e+12,6.42586374781e+12,c_cld,7.08777231692e+12,2.0.0,0.0,new,7.61854357696e+12,7.61854357696e+12,
3,12,ASW0004dv8,0.16456,SW01,300,4.31206315685e+12,7261,1.0,0.5,2013-08-24 20:20:08,3.99768405613e+12,0.0,jasonjason,0.0,1.6.1,0.0,old,4.69618863094e+12,0.0,
-2,10,ASW0004dv8,0.0,SW01,200,2.69531228497e+12,4531,0.7,0.2,2013-08-03 17:24:01,2.44995017892e+12,2.44995017892e+12,c_cld,2.69531228497e+12,0.0.0,0.0,old,2.94205588516e+12,2.94205588516e+12,
-2,12,ASW0004iye,0.0,SW32,200,1.54286440786e+12,6709,0.9,0.3,2013-08-17 12:09:04,1.41286873305e+12,1.41286873305e+12,c_cld,1.54286440786e+12,0.0.0,0.0,old,1.66630958511e+12,1.66630958511e+12,
5,8,ASW0002b6m,0.16456,----,200,2.85107714209e+12,DTNM2FJRHY,1.0,0.5,2015-07-10 10:39:16,2.49924678946e+12,0.0,L,0.0,2.0.0,0.0,new,3.30545060439e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,7.86512547582e+12,4681,1.0,0.5,2013-08-04 16:50:57,7.06434549631e+12,0.0,ElisabethB,0.0,0.0.0,0.0,old,9.0120464056e+12,0.0,
5,10,ASW0004wgd,0.16456,SW35,200,947051407939.0,JQA3OBCT52,1.0,0.5,2015-04-24 16:40:23,862155237709.0,985188686919.0,Capella05,1.08219992436e+12,2.0.0,0.8,new,1.03161073674e+12,1.17882625157e+12,
-2,11,ASW0004dv8,0.0,SW01,200,2.4645206867e+12,4535,0.68,0.2,2013-08-03 17:49:17,2.24040069405e+12,2.24040069405e+12,c_cld,2.4645206867e+12,0.0.0,0.0,old,2.65251367443e+12,2.65251367443e+12,
5,11,ASW0001lb5,0.16456,----,200,1.82184079179e+12,VSCIV3SDAV,0.8,0.3,2015-05-11 19:40:59,1.66636599629e+12,1.66636599629e+12,c_cld,1.82184079179e+12,2.0.0,0.0,new,1.9884572397e+12,1.9884572397e+12,
-2,8,ASW0004dv8,0.0,SW01,200,6.51419513241e+12,4686,1.0,0.5,2013-08-04 17:07:50,5.73599179332e+12,0.0,Capella05,0.0,0.0.0,0.0,old,7.48386888529e+12,0.0,
4,8,ASW0004dv8,0.16456,SW01,200,5.96464583514e+12,11364,1.0,0.5,2013-11-23 12:53:18,5.41486907673e+12,0.0,Capella05,0.0,1.6.3,0.0,old,6.61692036233e+12,0.0,
5,11,ASW0001csb,0.16456,----,200,1.71585268044e+12,PBJSINXJZQ,0.9,0.29,2015-05-05 15:32:18,1.51516623368e+12,1.51516623368e+12,c_cld,1.71585268044e+12,2.0.0,0.0,new,1.84171373856e+12,1.84171373856e+12,
-2,11,ASW0004dv8,0.0,SW01,200,2.65082700402e+12,4705,0.65,0.25,2013-08-04 17:34:14,2.43307202848e+12,2.43307202848e+12,c_cld,2.65082700402e+12,0.0.0,0.0,old,2.8516744327e+12,2.8516744327e+12,
5,12,ASW0009ah7,0.16456,----,200,4.93750527238e+12,VAQZY6RXGP,1.99,0.43,2015-05-16 17:30:33,4.57801057711e+12,4.57801057711e+12,c_cld,4.93750527238e+12,2.0.0,0.0,new,5.39003221187e+12,5.39003221187e+12,
-2,8,ASW0004dv8,0.0,SW01,200,5.66827054155e+12,4711,1.0,0.5,2013-08-04 17:41:39,5.12392033821e+12,0.0,ElisabethB,0.0,0.0.0,0.0,old,6.44630722686e+12,0.0,
-2,11,ASW0004dv8,0.0,SW01,200,2.6560917215e+12,4713,0.65,0.25,2013-08-04 17:51:22,2.49176716476e+12,2.49176716476e+12,c_cld,2.6560917215e+12,0.0.0,0.0,old,2.82523994653e+12,2.82523994653e+12,
-2,8,ASW00047ae,0.0,SW13,200,1.70961013666e+12,6767,1.0,0.5,2013-08-18 09:11:11,1.47168912384e+12,792505852378.0,c_cld,920626521348.0,0.0.0,0.4,old,1.88249006633e+12,1.01372251139e+12,
-2,8,ASW00047ae,0.0,SW13,200,1.83676247679e+12,6771,1.0,0.5,2013-08-18 09:15:19,1.63245734216e+12,879079675497.0,c_cld,989098165302.0,0.0.0,0.4,old,2.1230808558e+12,1.14328085738e+12,
5,12,ASW0008qsm,0.16456,SW29,200,2.52105844976e+12,TQKS2E5S7H,1.1,0.7,2015-04-26 14:27:54,2.28747119787e+12,1.52257510044e+12,c_cld,1.67805427493e+12,2.0.0,0.8,new,2.71991155921e+12,1.81041388382e+12,
-2,10,ASW00047ae,0.0,SW13,200,2.45423636867e+12,6784,0.9,0.5,2013-08-18 10:10:04,2.24440586065e+12,1.07637992612e+12,c_cld,1.17701116697e+12,0.0.0,0.4,old,2.66417632486e+12,1.27769489734e+12,
-2,8,ASW0004dv8,0.0,SW01,200,5.69738458149e+12,4737,1.0,0.5,2013-08-04 18:26:18,4.85829940781e+12,0.0,Capella05,0.0,0.0.0,0.0,old,6.43003869171e+12,0.0,
-2,11,ASW00047ae,0.0,SW13,200,1.94757561229e+12,6789,0.9,0.5,2013-08-18 10:21:18,1.79122649213e+12,859042597004.0,c_cld,934025048867.0,0.0.0,0.4,old,2.14849718435e+12,1.03038371139e+12,
-2,12,ASW00047ae,0.0,SW13,200,1.77744570717e+12,6790,0.9,0.5,2013-08-18 10:37:55,1.66298341943e+12,797539340600.0,c_cld,852433560482.0,0.0.0,0.4,old,1.90174868045e+12,912047210378.0,
-2,11,ASW00047ae,0.0,SW13,200,1.91744914082e+12,6792,0.9,0.5,2013-08-18 10:45:46,1.77372066878e+12,850647093687.0,c_cld,919576891472.0,0.0.0,0.4,old,2.09353255597e+12,1.00402358478e+12,
4,12,ASW0004dv8,0.16456,SW01,300,5.24071042828e+12,11373,1.0,0.5,2013-11-23 14:48:34,4.93174011161e+12,0.0,Capella05,0.0,1.6.3,0.0,old,5.57716914257e+12,0.0,
5,9,ASW0009auu,0.16456,----,200,2.40388821884e+12,5WCTAXPI57,1.0,0.5,2015-05-05 14:35:42,2.10603958357e+12,0.0,c_cld,0.0,2.0.0,0.0,new,2.71653466025e+12,0.0,
5,8,ASW0001lb5,0.16456,----,200,2.49837539212e+12,E663NDQICM,0.8,0.3,2015-05-11 20:46:49,2.24233418573e+12,2.24233418573e+12,c_cld,2.49837539212e+12,2.0.0,0.0,new,2.79977771497e+12,2.79977771497e+12,
-2,11,ASW0004dv8,0.0,SW01,200,2.6666162767e+12,4755,0.65,0.25,2013-08-04 19:44:12,2.48755578353e+12,2.48755578353e+12,c_cld,2.6666162767e+12,0.0.0,0.0,old,2.82127841175e+12,2.82127841175e+12,
-2,8,ASW0004dv8,0.0,SW01,200,6.39011505258e+12,4758,1.0,0.5,2013-08-04 19:56:39,5.64327135001e+12,0.0,ElisabethB,0.0,0.0.0,0.0,old,7.13540728491e+12,0.0,
5,12,ASW0001ld7,0.16456,SW19,200,300070691623.0,L5TWWXPEJV,1.0,0.5,2015-05-11 07:58:10,278990887787.0,76689993544.2,c_cld,82484483941.0,2.0.0,0.2,new,318178341987.0,87461978369.5,
5,10,ASW0007t5y,0.16456,SW55,200,1.6276231358e+12,YINTKV2XET,1.0,0.5,2015-04-30 11:01:50,1.48201570448e+12,0.0,c_cld,0.0,2.0.0,0.0,new,1.82864154762e+12,0.0,
5,10,ASW0009cox,0.16456,----,200,2.33256837871e+12,KCX5ZKZCYU,1.0,0.5,2015-04-26 14:37:42,2.15739600458e+12,0.0,Capella05,0.0,2.0.0,0.0,new,2.53399402127e+12,0.0,
5,12,ASW0002asp,0.16456,SW09,200,1.99267349319e+12,5EKMWWVJHL,1.0,0.5,2015-07-15 09:42:54,1.85967006193e+12,2.89200303924e+12,L,3.0988388298e+12,2.0.0,1.0,new,2.12536345064e+12,3.30518713216e+12,
4,10,ASW0007t5y,0.16456,SW55,200,1.28093934472e+12,8879,1.0,0.5,2013-09-12 13:23:23,1.16308262656e+12,0.0,c_cld,0.0,1.6.3,0.0,old,1.39653325905e+12,0.0,
4,12,ASW0007t5y,0.16456,SW55,200,1.50335553646e+12,8881,1.0,0.5,2013-09-12 13:37:04,1.42582372311e+12,0.0,c_cld,0.0,1.6.3,0.0,old,1.59116243709e+12,0.0,
4,12,ASW0007k4r,0.16456,SW05,200,1.33741415053e+13,8884,1.0,0.5,2013-09-12 14:57:03,1.26973843494e+13,1.03874054742e+13,c_cld,1.09410431992e+13,1.6.3,0.6,old,1.42010590227e+13,1.16175232767e+13,
4,12,ASW0007k4r,0.16456,SW05,200,1.27268296206e+13,8885,1.0,0.5,2013-09-12 15:05:49,1.20680764504e+13,9.87258477288e+12,c_cld,1.04114938977e+13,1.6.3,0.6,old,1.35259003305e+13,1.10651932138e+13,
4,12,ASW0007t5y,0.16456,SW55,200,1.33516387763e+12,8886,1.0,0.5,2013-09-12 15:39:45,1.26460604823e+12,0.0,Phil,0.0,1.6.3,0.0,old,1.40395581824e+12,0.0,
5,12,ASW0002dx7,0.16456,SW20,200,2.16745621822e+12,PWHGWXVMWP,1.0,0.5,2015-06-12 19:20:57,2.05957213593e+12,836853749899.0,c_cld,880689650199.0,2.0.0,0.3,new,2.28185335594e+12,927171961748.0,
5,10,ASW0006jh5,0.16456,SW27,200,533356116708.0,4TI677H3WU,1.0,0.5,2015-05-11 09:06:41,487281698942.0,473920637585.0,c_cld,518731713994.0,2.0.0,0.7,new,579958726263.0,564056499393.0,
-2,8,ASW0004dv8,0.0,SW01,200,6.41120540999e+12,4809,1.0,0.5,2013-08-04 21:06:20,5.66274840915e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,7.30182303087e+12,0.0,
5,12,ASW00023pg,0.16456,----,200,1.37274133068e+12,BL5HGOKDXT,1.0,0.5,2015-07-13 14:13:38,1.2805236933e+12,0.0,L,0.0,2.0.0,0.0,new,1.46560251297e+12,0.0,
5,8,ASW000102p,0.16456,----,200,4.47028304081e+12,SQEZSUAUHT,1.0,0.5,2015-07-10 12:30:26,3.79247633324e+12,0.0,rkueng,0.0,2.0.0,0.0,new,5.3035646772e+12,0.0,
5,11,ASW0005ks6,0.16456,----,200,6.09907315249e+12,WJJMCUTSO4,1.4,0.7,2015-05-01 16:34:34,5.68449934801e+12,5.68449934801e+12,c_cld,6.09907315249e+12,2.0.0,0.0,new,6.77080338342e+12,6.77080338342e+12,
-2,8,ASW0004dv8,0.0,SW01,200,6.4363363468e+12,4827,1.0,0.5,2013-08-04 21:21:18,5.69599615874e+12,0.0,ElisabethB,0.0,0.0.0,0.0,old,7.0025946838e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,5.61343765943e+12,4560,1.0,0.5,2013-08-04 12:52:59,5.08509969672e+12,0.0,ElisabethB,0.0,0.0.0,0.0,old,6.18840591913e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,300,5.22760106153e+12,8932,1.0,0.5,2013-09-12 19:21:16,4.89958351765e+12,0.0,psaha,0.0,1.6.3,0.0,old,5.57891292708e+12,0.0,
4,12,ASW0002asp,0.16456,SW09,200,1.68907861072e+12,13029,1.0,0.5,2014-12-06 16:00:55,1.57183872596e+12,2.44439186593e+12,c_cld,2.62671350995e+12,1.6.3,1.0,old,1.86325261562e+12,2.89757432652e+12,
5,8,ASW0002b6m,0.16456,----,200,2.52227468984e+12,JQFENOSLM6,1.0,0.5,2015-07-10 12:40:03,2.18974247517e+12,0.0,L,0.0,2.0.0,0.0,new,2.84819952461e+12,0.0,
5,12,ASW0006a07,0.16456,SW52,200,1.74619179323e+12,Y7SAF7WWVG,1.0,0.5,2015-07-15 10:10:21,1.64073509733e+12,0.0,L,0.0,2.0.0,0.0,new,1.85466937232e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,3.35721333284e+12,4849,1.1,0.24,2013-08-04 21:49:10,3.00467902316e+12,3.00467902316e+12,c_cld,3.35721333284e+12,0.0.0,0.0,old,3.74072100158e+12,3.74072100158e+12,
-2,8,ASW0004dv8,0.0,SW01,200,7.00923263478e+12,4850,1.0,0.5,2013-08-05 02:49:44,6.28116778308e+12,0.0,Khalila RedBird,0.0,0.0.0,0.0,old,7.68427305154e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,6.83571292271e+12,4853,1.0,0.5,2013-08-05 03:02:28,6.10806248331e+12,0.0,Khalila RedBird,0.0,0.0.0,0.0,old,7.63631456364e+12,0.0,
5,8,ASW0007k4r,0.16456,SW05,200,2.38746134084e+13,AJIBCHQ6EM,1.0,0.5,2015-07-16 22:39:54,2.06337835122e+13,1.68799707018e+13,rafik,1.95312107745e+13,2.0.0,0.6,new,2.66726292255e+13,2.18201959714e+13,
4,8,ASW0006e0o,0.16456,SW51,200,6.62306726546e+12,13053,1.0,0.5,2014-12-06 17:40:14,5.91697301107e+12,0.0,c_cld,0.0,1.6.3,0.0,old,7.13893804843e+12,0.0,
4,10,ASW0006e0o,0.16456,SW51,200,4.66054617896e+12,13055,1.0,0.5,2014-12-06 17:43:17,4.19599023843e+12,0.0,c_cld,0.0,1.6.3,0.0,old,5.04090603695e+12,0.0,
4,12,ASW0006e0o,0.16456,SW51,200,3.85616991291e+12,13056,1.0,0.5,2014-12-06 17:48:58,3.6191790063e+12,0.0,c_cld,0.0,1.6.3,0.0,old,4.07175553951e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,1.27957412617e+12,4865,1.0,0.1,2013-08-05 08:22:43,1.1420032336e+12,0.0,ElisabethB,0.0,0.0.0,0.0,old,1.40859486525e+12,0.0,
5,12,ASW0001csb,0.16456,----,200,3.98247868629e+12,TFEVAN2TRQ,0.4,0.29,2015-05-20 09:30:51,3.59446663318e+12,3.59446663318e+12,c_cld,3.98247868629e+12,2.0.0,0.0,new,4.46453842798e+12,4.46453842798e+12,
-2,11,ASW0004dv8,0.0,SW01,200,2.40140788829e+12,4870,1.4,0.3,2013-08-05 09:51:43,2.22302719715e+12,2.22302719715e+12,c_cld,2.40140788829e+12,0.0.0,0.0,old,2.60264404871e+12,2.60264404871e+12,
-2,11,ASW0004dv8,0.0,SW01,200,5.49057486381e+12,4871,1.0,0.5,2013-08-05 10:06:10,5.16559485871e+12,0.0,c_cld,0.0,0.0.0,0.0,old,5.81484495599e+12,0.0,
