gls_ver,pixrad,asw,pixscale,swid,n_models,Mtot_ens_ave,mid,z_src_used,z_lens_used,created_on,Mtot_min,Mtot_min_z_corrected,user,Mtot_ens_ave_z_corrected,lmt_ver,z_lens_actual,type,Mtot_max,Mtot_max_z_corrected
5,8,ASW0005ma2,0.16456,SW26,200,2.00836680163e+12,5ZZKUM3SWL,1.0,0.5,2015-06-12 18:26:24,1.67721277136e+12,1.91655861453e+12,psaha,2.29496982168e+12,2.0.0,0.8,new,2.23695219339e+12,2.55617538201e+12,
-2,8,ASW0004dv8,0.0,SW01,200,5.49781553753e+12,4552,1.0,0.5,2013-08-04 06:23:58,4.86953640813e+12,0.0,Budgieye,0.0,0.0.0,0.0,old,6.31146574084e+12,0.0,
5,12,ASW0009c7u,0.16456,----,200,1.69754393601e+14,G6ZROJRJZH,1.0,0.61,2015-05-07 15:45:46,1.58995432451e+14,0.0,c_cld,0.0,2.0.0,0.0,new,1.82112312597e+14,0.0,
5,12,ASW0008qsm,0.16456,SW29,200,1.01785510861e+12,IQ5R47PZ57,1.0,0.5,2015-05-12 08:20:55,917070776189.0,1.04794092095e+12,c_cld,1.16310763314e+12,2.0.0,0.8,new,1.07877559147e+12,1.23272174425e+12,
5,10,ASW00071fc,0.16456,----,200,4.87187043979e+12,C7Y3NFNN22,1.0,0.33,2015-05-03 16:19:54,4.37099808653e+12,0.0,c_cld,0.0,2.0.0,0.0,new,5.25085469961e+12,0.0,
5,12,ASW0007xrs,0.16456,SW28,200,1.21582389098e+12,JHC3J2HYV7,1.0,0.5,2015-07-15 13:01:08,1.13944024484e+12,1.10819726761e+12,L,1.18248650596e+12,2.0.0,0.7,new,1.29262037423e+12,1.25717726161e+12,
5,12,ASW0001gve,0.16456,----,200,1.30366249371e+12,ULOCQSOGZW,1.0,0.5,2015-07-14 14:20:25,1.19021579106e+12,0.0,L,0.0,2.0.0,0.0,new,1.43727279547e+12,0.0,
-2,12,ASW0004dv8,0.0,SW01,200,7.82179545687e+12,5653,1.0,0.5,2013-08-10 13:45:11,7.37795942134e+12,0.0,ElisabethB,0.0,0.0.0,0.0,old,8.27490308527e+12,0.0,
5,12,ASW0008qsm,0.16456,SW29,200,921299654147.0,TOFS7JNGEK,1.8,0.6,2015-05-20 09:23:48,851365182120.0,1.13461101595e+12,psaha,1.22781241063e+12,2.0.0,0.8,new,989014708306.0,1.31805599588e+12,
5,8,ASW0009cp0,0.16456,SW38,200,3.11707732615e+12,Z6IFI4SLLM,1.0,0.5,2015-07-16 14:19:53,2.80908799843e+12,3.20995755238e+12,Lucy,3.56189834923e+12,2.0.0,0.8,new,3.47665603573e+12,3.9727905659e+12,
5,12,ASW00077jj,0.16456,----,200,1.80501227779e+12,VXQQW2Z7ZW,1.0,0.5,2015-04-30 14:41:45,1.65970531993e+12,0.0,c_cld,0.0,2.0.0,0.0,new,1.98401976782e+12,0.0,
5,8,ASW0007xrs,0.16456,SW28,200,2.58376303567e+12,IFLLZMWFVT,1.0,0.5,2015-06-12 10:28:49,2.18023820692e+12,2.1204569828e+12,psaha,2.51291732871e+12,2.0.0,0.7,new,3.09155983993e+12,3.00679055596e+12,
5,12,ASW0000p5i,0.16456,----,200,2.87841804684e+12,MMTTM4PJ6Y,1.4,0.6,2015-04-30 16:30:54,2.71215505727e+12,2.71215505727e+12,c_cld,2.87841804684e+12,2.0.0,0.0,new,3.1009753218e+12,3.1009753218e+12,
5,12,ASW0001a8c,0.16456,----,200,1.25855660445e+12,FNWW7WRTUH,1.0,0.5,2015-07-14 14:01:54,1.1712809692e+12,0.0,L,0.0,2.0.0,0.0,new,1.34518884626e+12,0.0,
5,9,ASW00021r0,0.16456,SW31,200,6.34860370439e+12,ZDL2LQ65WA,1.0,0.5,2015-04-25 08:18:26,5.73849579254e+12,5.58114862652e+12,c_cld,6.17452763339e+12,2.0.0,0.7,new,7.03691811283e+12,6.84396874725e+12,
5,12,ASW00054e9,0.16456,----,200,1.3941236593e+12,K6364LIPQX,1.0,0.5,2015-07-13 15:58:14,1.29856244258e+12,0.0,L,0.0,2.0.0,0.0,new,1.48050003716e+12,0.0,
5,12,ASW0006hn5,0.16456,----,200,1.43923718502e+12,YSEA3OAPBP,0.8,0.37,2015-04-27 16:18:17,1.32230676434e+12,1.32230676434e+12,c_cld,1.43923718502e+12,2.0.0,0.0,new,1.54351983988e+12,1.54351983988e+12,
5,12,ASW0001c3j,0.16456,SW43,200,1.84264929849e+12,5R6UYQZUTI,1.0,0.5,2015-07-15 14:41:54,1.7039901672e+12,2.64990271299e+12,L,2.86553377429e+12,2.0.0,1.0,new,2.00523708455e+12,3.11837667425e+12,
5,10,ASW0004m3x,0.16456,SW21,200,722761331900.0,HL5TKHE7CT,1.0,0.57,2015-04-27 08:17:52,647349009926.0,343745455664.0,c_cld,383789763421.0,2.0.0,0.5,new,816854177579.0,433753519628.0,
5,8,ASW0000h2m,0.16456,----,200,4.59334615684e+12,2SBWQKX22V,1.0,0.5,2015-07-06 15:58:45,3.96785397535e+12,0.0,psaha,0.0,2.0.0,0.0,new,5.14752006709e+12,0.0,
5,12,ASW0002fq1,0.16456,----,200,1.2141829252e+12,7LK5DSWGIT,0.8,0.36,2015-05-11 10:26:12,1.14222623265e+12,1.14222623265e+12,c_cld,1.2141829252e+12,2.0.0,0.0,new,1.30978074923e+12,1.30978074923e+12,
5,8,ASW00008a0,0.16456,SW50,200,5.45752100205e+12,ZQTCPBN3ZE,1.0,0.5,2015-04-26 18:55:19,4.89280751408e+12,0.0,ElisabethB,0.0,2.0.0,0.0,new,6.21045816629e+12,0.0,
5,10,ASW0004nan,0.16456,SW15,200,715981727800.0,J2QKURZAH4,0.9,0.3,2015-05-13 07:59:01,644881558719.0,510512852808.0,c_cld,566798460083.0,2.0.0,0.3,new,788689021900.0,624356328856.0,
5,10,ASW0001c3j,0.16456,SW43,200,2.32527020863e+12,7QU6SIA6YH,1.0,0.5,2015-05-13 17:12:23,2.14064579104e+12,3.32895294728e+12,c_cld,3.61606536992e+12,2.0.0,1.0,new,2.52045061339e+12,3.9195935792e+12,
5,12,ASW0007k2y,0.16456,----,200,1.87166164522e+12,PHK4X2KA62,1.1,0.41,2015-05-01 18:07:27,1.74502254619e+12,1.74502254619e+12,c_cld,1.87166164522e+12,2.0.0,0.0,new,1.99758299694e+12,1.99758299694e+12,
3,12,ASW0004dv8,0.16456,SW01,300,5.15144621712e+12,7820,1.0,0.5,2013-08-30 16:27:31,4.80706761921e+12,0.0,c_cld,0.0,1.6.1,0.0,old,5.51006938731e+12,0.0,
5,12,ASW0002qtn,0.16456,SW11,200,607116707383.0,FFIENOES3L,1.0,0.5,2015-05-11 10:34:31,553258789401.0,632211319280.0,c_cld,693755005587.0,2.0.0,0.8,new,660928503497.0,755245988226.0,
5,10,ASW00021r0,0.16456,SW31,200,3.86996723071e+12,UHUIOLRHVW,1.0,0.5,2015-05-02 16:59:13,3.4736767962e+12,3.37843002435e+12,Capella05,3.7638543401e+12,2.0.0,0.7,new,4.26130823021e+12,4.14446493228e+12,
5,8,ASW00096rm,0.16456,SW42,200,1.39373699451e+12,57KRFQ2GZO,1.0,0.5,2015-07-15 15:13:45,1.24909595515e+12,175832762557.0,Lucy,196193595066.0,2.0.0,0.1,new,1.61194931595e+12,226910911173.0,
5,12,ASW0002dx7,0.16456,SW20,200,2.16601615879e+12,L5352F4RMU,1.0,0.5,2015-06-12 19:40:23,2.0400923871e+12,828938658907.0,c_cld,880104519381.0,2.0.0,0.3,new,2.30131301581e+12,935078890109.0,
5,9,ASW0001ld7,0.16456,SW19,200,527641662729.0,UGI3TARELE,1.0,0.5,2015-05-11 07:16:41,467005505173.0,128372110863.0,c_cld,145039990479.0,2.0.0,0.2,new,605463885024.0,166432035835.0,
-2,12,ASW0004dv8,0.0,SW01,200,2.61319820997e+12,5811,1.1,0.36,2013-08-11 07:29:58,2.47947697773e+12,2.47947697773e+12,c_cld,2.61319820997e+12,0.0.0,0.0,old,2.74877359354e+12,2.74877359354e+12,
5,12,ASW0000p5i,0.16456,----,200,3.10274284557e+12,GJLT3NLM6W,1.4,0.6,2015-04-30 16:42:16,2.95558921101e+12,2.95558921101e+12,c_cld,3.10274284557e+12,2.0.0,0.0,new,3.25870943854e+12,3.25870943854e+12,
5,8,ASW0003r6c,0.16456,SW47,200,6.52027930718e+12,4HC3CREEAD,1.0,0.5,2015-06-12 10:23:02,5.251439181e+12,3.54281369754e+12,psaha,4.39881983683e+12,2.0.0,0.5,new,7.53453847352e+12,5.08307631273e+12,
5,12,ASW0009ah7,0.16456,----,200,1.09892958433e+13,R3TLPNI6AW,0.8,0.43,2015-05-17 09:41:07,1.00099905074e+13,1.00099905074e+13,c_cld,1.09892958433e+13,2.0.0,0.0,new,1.19592423409e+13,1.19592423409e+13,
5,8,ASW0000101,0.16456,----,200,8.39836436371e+13,GTSHA64I2Z,1.0,0.5,2015-04-23 21:45:36,7.63895089455e+13,0.0,rk,0.0,2.0.0,0.0,new,9.50498017498e+13,0.0,
5,8,ASW0000h2m,0.16456,----,200,4.76469499968e+12,KJBFGDJFPJ,1.0,0.5,2015-07-09 13:18:12,4.29728220106e+12,0.0,psaha,0.0,2.0.0,0.0,new,5.33814559441e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,300,5.22404407939e+12,9934,1.0,0.5,2013-10-01 21:04:19,4.93353499268e+12,0.0,c_cld,0.0,1.6.3,0.0,old,5.4862427817e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,300,5.24461229935e+12,9935,1.0,0.5,2013-10-01 21:18:10,4.9385801391e+12,0.0,c_cld,0.0,1.6.3,0.0,old,5.59616672675e+12,0.0,
5,12,ASW0001a2m,0.16456,----,200,1.75501731446e+12,XU65KDTCQP,1.0,0.5,2015-07-14 13:54:54,1.6496760688e+12,0.0,L,0.0,2.0.0,0.0,new,1.86728638217e+12,0.0,
5,10,ASW0007t5y,0.16456,SW55,200,1.55821027293e+12,G7O3HCHKYL,1.0,0.5,2015-04-30 10:33:10,1.42125674477e+12,0.0,c_cld,0.0,2.0.0,0.0,new,1.69244991053e+12,0.0,
-1,8,ASW00024id,0.0,SW45,200,4.58777758475e+12,1750,1.0,0.5,2013-06-22 22:54:14,4.0959787435e+12,4.68049342329e+12,Tom Collett,5.24247418204e+12,,0.8,old,5.22455570888e+12,5.9701234226e+12,
4,12,ASW0004dv8,0.16456,SW01,300,5.22895156936e+12,9951,1.0,0.5,2013-10-02 08:48:34,4.9312334373e+12,0.0,c_cld,0.0,1.6.3,0.0,old,5.57389900442e+12,0.0,
5,12,ASW0002fq1,0.16456,----,200,1.69049785137e+12,J3NRKG7D7H,1.0,0.5,2015-05-11 10:13:31,1.57242261449e+12,0.0,c_cld,0.0,2.0.0,0.0,new,1.81469529224e+12,0.0,
5,12,ASW0002owo,0.16456,----,200,1.4988269535e+12,MRA2TDF4QD,0.7,0.33,2015-05-02 14:57:05,1.40980003631e+12,1.40980003631e+12,c_cld,1.4988269535e+12,2.0.0,0.0,new,1.60675680733e+12,1.60675680733e+12,
5,12,ASW0006jh5,0.16456,SW27,200,566354863455.0,5URN3BQFSV,1.0,0.5,2015-07-15 13:12:32,534276294702.0,519626661091.0,L,550825648841.0,2.0.0,0.7,new,597767822228.0,581377277360.0,
4,8,ASW0004dv8,0.16456,SW01,200,6.98474498579e+12,9964,1.0,0.5,2013-10-02 18:58:13,6.31294974708e+12,0.0,Phil,0.0,1.6.3,0.0,old,7.81219338775e+12,0.0,
-1,12,ASW00024id,0.0,SW45,200,3.18236242911e+12,1774,1.0,0.5,2013-06-23 08:50:33,3.0188222192e+12,3.44962179442e+12,jasonjason,3.63649993146e+12,,0.8,old,3.40273778404e+12,3.88832384559e+12,
5,10,ASW0008qsm,0.16456,SW29,200,691329024136.0,EYVRGDM2OE,1.0,0.5,2015-04-25 08:07:11,647308942080.0,739682853836.0,Capella05,789984800565.0,2.0.0,0.8,new,752169720105.0,859507738838.0,
5,11,ASW00021r0,0.16456,SW31,200,5.15525800187e+12,EPEDEGOBNV,1.0,0.5,2015-04-26 10:43:03,4.86577003938e+12,4.73235265025e+12,Capella05,5.0139029733e+12,2.0.0,0.7,new,5.50560317429e+12,5.35464182692e+12,
-2,8,ASW0006e0o,0.0,SW51,200,2.34196071831e+12,5075,0.8,0.2,2013-08-06 12:59:36,2.02976608302e+12,2.02976608302e+12,c_cld,2.34196071831e+12,0.0.0,0.0,old,2.62279151915e+12,2.62279151915e+12,
5,8,ASW0004nan,0.16456,SW15,200,1.27197175963e+12,CGMKAY56PH,0.9,0.3,2015-05-12 20:29:48,1.04926427816e+12,830637646174.0,c_cld,1.00694138779e+12,2.0.0,0.3,new,1.50129395628e+12,1.1884815904e+12,
5,12,ASW00019rw,0.16456,----,200,1.44718809371e+12,JN5VBMXBXA,1.0,0.5,2015-07-14 13:00:18,1.36060271496e+12,0.0,L,0.0,2.0.0,0.0,new,1.54096601379e+12,0.0,
5,12,ASW0002dx7,0.16456,SW20,200,2.14317146141e+12,AH6642ORPC,1.0,0.5,2015-06-12 14:43:17,2.0320816117e+12,825683687977.0,c_cld,870822168774.0,2.0.0,0.3,new,2.25352105102e+12,915659864066.0,
5,12,ASW0008qsm,0.16456,SW29,200,1.71148844673e+12,OTZBMJ5MB7,1.6,0.8,2015-05-12 12:50:19,1.54788178691e+12,1.29585387612e+12,c_cld,1.43282190952e+12,2.0.0,0.8,new,1.85389735832e+12,1.55204363669e+12,
4,8,ASW0004dv8,0.16456,SW01,200,7.55998803107e+12,10004,1.0,0.5,2013-10-02 20:45:02,6.79311933434e+12,0.0,ElisabethB,0.0,1.6.3,0.0,old,8.26978216877e+12,0.0,
3,8,ASW0007e08,0.16456,SW07,200,3.94206440322e+13,7957,1.0,0.5,2013-09-01 10:55:33,3.56441044647e+13,0.0,c_cld,0.0,1.6.1,0.0,old,4.45177613861e+13,0.0,
3,12,ASW0007e08,0.16456,SW07,200,2.68368034353e+13,7959,1.2,0.5,2013-09-01 11:04:08,2.45903053789e+13,0.0,c_cld,0.0,1.6.1,0.0,old,2.91160874549e+13,0.0,
3,12,ASW0007e08,0.16456,SW07,200,2.76858621231e+13,7961,1.2,0.5,2013-09-01 11:22:52,2.56676213208e+13,0.0,c_cld,0.0,1.6.1,0.0,old,2.94413764664e+13,0.0,
5,12,ASW00024id,0.16456,SW45,200,6.16687767104e+12,YOWQIQUBK3,1.2,0.76,2015-04-28 12:32:05,5.80544766726e+12,3.69900282667e+12,c_cld,3.92929180389e+12,2.0.0,0.8,new,6.56680086157e+12,4.18410712513e+12,
5,12,ASW00096rm,0.16456,SW42,200,725111682456.0,PQZR2WYE7X,1.0,0.5,2015-07-15 12:56:37,674327779268.0,94923785325.6,L,102072534751.0,2.0.0,0.1,new,788633926974.0,111014435244.0,
5,11,ASW0008qsm,0.16456,SW29,200,1.63942934794e+12,5WQDNJC7A2,1.0,0.5,2015-04-26 14:03:02,1.46620422625e+12,1.67543819632e+12,c_cld,1.87338332582e+12,2.0.0,0.8,new,1.79926197977e+12,2.05602479663e+12,
-2,12,ASW0004dv8,0.0,SW01,400,1.34216934204e+12,7118,2.0,0.28,2013-08-21 12:44:51,1.25519143367e+12,1.25519143367e+12,c_cld,1.34216934204e+12,0.0.0,0.0,old,1.41909074454e+12,1.41909074454e+12,
5,8,ASW0000101,0.16456,----,200,1.55062537298e+14,EAVZH67N4M,1.11,0.38,2015-04-23 21:51:35,1.33123438021e+14,0.0,ad,0.0,2.0.0,0.0,new,1.7279422593e+14,0.0,
3,12,ASW0004dv8,0.16456,SW01,300,4.56581059692e+12,7990,1.0,0.5,2013-09-01 19:24:33,4.26161555792e+12,0.0,c_cld,0.0,1.6.1,0.0,old,4.81760527974e+12,0.0,
3,11,ASW0004dv8,0.16456,SW01,300,3.43430604339e+12,7991,1.0,0.4,2013-09-01 19:36:05,3.21435681128e+12,0.0,c_cld,0.0,1.6.1,0.0,old,3.65754969257e+12,0.0,
3,12,ASW0004dv8,0.16456,SW01,300,3.23373613889e+12,7993,1.0,0.4,2013-09-01 19:43:03,3.06540465263e+12,0.0,c_cld,0.0,1.6.1,0.0,old,3.40895474079e+12,0.0,
3,12,ASW0007e08,0.16456,SW07,200,3.73316485783e+13,8009,0.8,0.48,2013-09-02 13:55:00,3.39593751531e+13,3.39593751531e+13,c_cld,3.73316485783e+13,1.6.1,0.0,old,4.01151790093e+13,4.01151790093e+13,
5,8,ASW00008a0,0.16456,SW50,200,5.79346152553e+12,XPHGTJUNLN,1.0,0.5,2015-04-26 20:20:55,5.182373138e+12,0.0,ElisabethB,0.0,2.0.0,0.0,new,6.41025382023e+12,0.0,
5,12,ASW00004k0,0.16456,----,200,3.08822652074e+12,3YOBKRDJMX,1.0,0.5,2015-07-14 13:23:33,2.82804091529e+12,0.0,L,0.0,2.0.0,0.0,new,3.36095378272e+12,0.0,
5,12,ASW0001csb,0.16456,----,200,1.37786172674e+12,KJWV2A5VDP,0.9,0.29,2015-05-05 15:50:01,1.27532262162e+12,1.27532262162e+12,c_cld,1.37786172674e+12,2.0.0,0.0,new,1.48030570889e+12,1.48030570889e+12,
5,12,ASW0005ks6,0.16456,----,200,5.55203270088e+12,T6BCUCNIWC,1.4,0.7,2015-05-01 16:41:35,5.17198751611e+12,5.17198751611e+12,c_cld,5.55203270088e+12,2.0.0,0.0,new,5.94182958662e+12,5.94182958662e+12,
5,8,ASW0009cox,0.16456,----,200,2.49907453718e+12,67GLBVRIEU,1.0,0.5,2015-04-26 12:30:30,2.1574644233e+12,0.0,ElisabethB,0.0,2.0.0,0.0,new,2.76679861483e+12,0.0,
5,12,ASW0000h2m,0.16456,----,200,2.59408397007e+12,IHRULOMX6D,1.0,0.5,2015-07-06 17:11:42,2.47317179418e+12,0.0,psaha,0.0,2.0.0,0.0,new,2.74381893221e+12,0.0,
5,10,ASW00077jj,0.16456,----,200,2.14493012725e+12,W6H6BWAUF3,1.0,0.5,2015-04-30 14:16:32,1.9486373448e+12,0.0,c_cld,0.0,2.0.0,0.0,new,2.35526755447e+12,0.0,
5,12,ASW0009ah7,0.16456,----,200,4.81503235719e+12,UBIIDDDU5N,1.99,0.43,2015-05-16 17:19:12,4.48611152434e+12,4.48611152434e+12,c_cld,4.81503235719e+12,2.0.0,0.0,new,5.32863542025e+12,5.32863542025e+12,
5,11,ASW0008qab,0.16456,----,200,465807405162.0,5U7LIYDYHB,1.0,0.5,2015-07-21 20:26:28,413381706135.0,0.0,c_cld,0.0,2.0.0,0.0,new,507755008050.0,0.0,
3,11,ASW00024id,0.16456,SW45,200,3.22543355191e+12,8057,1.0,0.5,2013-09-03 08:55:49,2.98239058135e+12,3.40799119719e+12,c_cld,3.68571749816e+12,1.6.1,0.8,old,3.40316110461e+12,3.88880757592e+12,
3,12,ASW00024id,0.16456,SW45,200,2.91491570994e+12,8058,1.0,0.5,2013-09-03 09:01:58,2.71469765062e+12,3.10209727532e+12,c_cld,3.33088735665e+12,1.6.1,0.8,old,3.04812866161e+12,3.48311039862e+12,
5,12,ASW0000r8n,0.16456,----,200,1.26914831107e+12,XRGHZXNDPN,1.0,0.5,2015-07-14 15:46:58,1.18838545103e+12,0.0,L,0.0,2.0.0,0.0,new,1.36470188339e+12,0.0,
-1,8,ASW00024id,0.0,SW45,200,4.49496750541e+12,2026,1.0,0.5,2013-06-25 17:13:25,4.10552909696e+12,4.69140665537e+12,psaha,5.13641968489e+12,,0.8,old,5.07110330663e+12,5.79477266897e+12,
-1,12,ASW0002asp,0.0,SW09,200,2.06208640291e+12,3972,1.0,0.5,2013-07-26 16:15:10,1.94578897487e+12,3.02592795585e+12,psaha,3.20678397016e+12,,1.0,old,2.2258912119e+12,3.46151948221e+12,
5,8,ASW00085cp,0.16456,SW59,200,5.48846561168e+12,6IU7DLN5GK,1.0,0.5,2015-04-25 19:16:35,4.54535433269e+12,0.0,ElisabethB,0.0,2.0.0,0.0,new,6.49890322033e+12,0.0,
5,12,ASW0008swn,0.16456,SW06,200,1.1982289738e+12,BCY2NOUSLK,1.0,0.5,2015-07-16 13:40:56,1.13424528501e+12,765203517282.0,L,808369263141.0,2.0.0,0.5,new,1.26250168357e+12,851729993159.0,
5,12,ASW0005rnb,0.16456,SW17,200,988534720299.0,AAKHMTYTMS,1.0,0.5,2015-07-15 14:26:01,910177293766.0,885220611227.0,L,961429509740.0,2.0.0,0.7,new,1.07130449545e+12,1.04192977211e+12,
5,12,ASW0009ah7,0.16456,----,200,6.24356799185e+12,JCPVVYJCYG,1.5,0.43,2015-05-16 16:11:19,5.69292883942e+12,5.69292883942e+12,c_cld,6.24356799185e+12,2.0.0,0.0,new,6.72762859119e+12,6.72762859119e+12,
5,8,ASW000096t,0.16456,SW36,200,2.45844841668e+12,ZHRZSBEAN5,1.0,0.5,2015-04-25 18:22:35,2.17915213001e+12,1.17347528651e+12,ElisabethB,1.32387657585e+12,2.0.0,0.4,new,2.82545977527e+12,1.52151250647e+12,
5,8,ASW0009cp0,0.16456,SW38,200,3.14762472073e+12,374NZOJ7IM,1.0,0.5,2015-06-12 10:18:08,2.67921194176e+12,3.06154759542e+12,psaha,3.59680499509e+12,2.0.0,0.8,new,3.53990859421e+12,4.04506955037e+12,
5,12,ASW00071fc,0.16456,----,200,3.90146004873e+12,UVDXRIYHEE,1.0,0.33,2015-05-03 16:27:02,3.61816988442e+12,0.0,c_cld,0.0,2.0.0,0.0,new,4.21285447052e+12,0.0,
5,10,ASW00070vl,0.16456,SW53,200,5.7151595081e+12,BPAV4GVOPP,1.0,0.5,2015-04-26 16:26:45,5.04519732835e+12,2.71684307803e+12,Capella05,3.07761828505e+12,2.0.0,0.4,new,6.30091357353e+12,3.39304735046e+12,
5,12,ASW0004dv8,0.16456,SW01,200,5.11838050007e+12,EUTVAVV6XJ,1.0,0.5,2015-07-16 07:52:52,4.61590627399e+12,0.0,L,0.0,2.0.0,0.0,new,5.47401900614e+12,0.0,
5,10,ASW0002bmc,0.16456,SW10,200,1.06855595564e+12,JUNOJCOW64,1.0,0.5,2015-06-12 10:09:00,981243265303.0,1.12127111431e+12,psaha,1.22104372019e+12,2.0.0,0.8,new,1.17841175715e+12,1.3465764411e+12,
5,12,ASW0009cp0,0.16456,SW38,200,1.40645151922e+12,KKEBBJG3B6,1.0,0.5,2015-07-15 14:53:38,1.3235228342e+12,1.51239552472e+12,L,1.60715850792e+12,2.0.0,0.8,new,1.49012424626e+12,1.7027717113e+12,
5,10,ASW0001lb5,0.16456,----,200,2.0202016903e+12,PQWLHS63SD,0.7,0.3,2015-05-11 21:01:21,1.83852966855e+12,1.83852966855e+12,c_cld,2.0202016903e+12,2.0.0,0.0,new,2.19612399643e+12,2.19612399643e+12,
-1,8,ASW00024id,0.0,SW45,200,4.87454983167e+12,2030,1.0,0.5,2013-06-25 17:22:27,4.37374465558e+12,4.99789778649e+12,psaha,5.57017012475e+12,,0.8,old,5.52930783923e+12,6.31836505938e+12,
5,12,ASW0000r8n,0.16456,----,200,1.15264833746e+12,X5D3BBZSIT,1.0,0.5,2015-07-14 12:34:33,1.0633359152e+12,0.0,L,0.0,2.0.0,0.0,new,1.22257739598e+12,0.0,
5,10,ASW00070vl,0.16456,SW53,200,5.71283996923e+12,M36RZR4OC4,1.0,0.5,2015-04-25 08:40:07,5.14156461176e+12,2.7687369426e+12,Capella05,3.07636921138e+12,2.0.0,0.4,new,6.32454548152e+12,3.40577315313e+12,
