000291,old,ASW00051ld,,jasonjason,7,200,0.5,1.0
000474,old,ASW0002dx7,,jasonjason,8,200,0.5,1.0
000896,old,ASW0002k40,,Capella05,8,200,0.5,1.0
000899,old,ASW0002k40,,Capella05,8,200,0.5,1.0
001447,old,ASW0004dv8,,jasonjason,8,200,0.36,1.03
001750,old,ASW00024id,,Tom Collett,8,200,0.5,1.0
001774,old,ASW00024id,,jasonjason,12,200,0.5,1.0
002026,old,ASW00024id,,psaha,8,200,0.5,1.0
002030,old,ASW00024id,,psaha,8,200,0.5,1.0
002125,old,ASW0004iye,,jasonjason,11,200,0.5,1.0
002131,old,ASW0004iye,,jasonjason,9,200,0.5,1.0
002132,old,ASW0004iye,,jasonjason,9,200,0.5,1.0
002133,old,ASW00024id,,Budgieye,8,200,0.5,1.0
002141,old,ASW0004iye,,jasonjason,9,200,0.5,1.0
002142,old,ASW0004iye,,jasonjason,9,200,0.5,1.0
002248,old,ASW0002asp,,Capella05,8,200,0.5,1.0
002360,old,ASW0004iye,,psaha,8,200,0.5,1.0
002421,old,ASW0002asp,,jon273,8,200,0.5,1.0
002478,old,ASW0003r61,,Capella05,8,200,0.5,1.0
002481,old,ASW0003r61,,jon273,8,200,0.5,1.0
003972,old,ASW0002asp,,psaha,12,200,0.5,1.0
004506,old,ASW0004dv8,,c_cld,8,200,0.5,1.0
004516,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
004531,old,ASW0004dv8,,c_cld,10,200,0.2,0.7
004535,old,ASW0004dv8,,c_cld,11,200,0.2,0.68
004536,old,ASW0004dv8,,c_cld,11,200,0.2,0.68
004538,old,ASW0004dv8,,c_cld,9,200,0.2,0.7
004539,old,ASW0004dv8,,c_cld,9,200,0.2,0.7
004543,old,ASW0004dv8,,c_cld,9,200,0.2,0.6
004544,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004550,old,ASW0004dv8,,Budgieye,8,200,0.2,2.0
004552,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004553,old,ASW0004dv8,,Budgieye,8,200,0.2,1.0
004554,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004560,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004568,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
004570,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004571,old,ASW0004dv8,,Budgieye,8,200,0.2,1.0
004585,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004617,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004625,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004628,old,ASW0004dv8,,c_cld,9,200,0.25,0.65
004648,old,ASW0004dv8,,Capella05,9,200,0.5,1.0
004681,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004686,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
004705,old,ASW0004dv8,,c_cld,11,200,0.25,0.65
004711,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004713,old,ASW0004dv8,,c_cld,11,200,0.25,0.65
004737,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
004741,old,ASW0004dv8,,c_cld,11,200,0.25,0.65
004755,old,ASW0004dv8,,c_cld,11,200,0.25,0.65
004758,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004809,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004827,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004836,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004849,old,ASW0004dv8,,c_cld,8,200,0.24,1.1
004850,old,ASW0004dv8,,Khalila RedBird,8,200,0.5,1.0
004853,old,ASW0004dv8,,Khalila RedBird,8,200,0.5,1.0
004865,old,ASW0004dv8,,ElisabethB,8,200,0.1,1.0
004870,old,ASW0004dv8,,c_cld,11,200,0.3,1.4
004871,old,ASW0004dv8,,c_cld,11,200,0.5,1.0
004879,old,ASW0004dv8,,c_cld,9,200,0.3,1.2
004902,old,ASW0004dv8,,c_cld,11,200,0.5,1.0
004916,old,ASW0004dv8,,c_cld,10,200,0.3,0.84
004965,old,ASW0004dv8,,c_cld,11,200,0.32,2.0
004979,old,ASW0004dv8,,c_cld,11,200,0.32,2.0
005068,old,ASW0006e0o,,c_cld,8,200,0.5,1.0
005075,old,ASW0006e0o,,c_cld,8,200,0.2,0.8
005088,old,ASW0006e0o,,c_cld,10,200,0.3,0.5
005130,old,ASW0004dv8,,KhalilaRedBird,8,200,0.5,1.0
005237,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
005310,old,ASW0004dv8,,c_cld,12,200,0.3,2.0
005505,old,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005515,old,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005520,old,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005523,old,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005527,old,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005529,old,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005593,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
005594,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
005653,old,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005811,old,ASW0004dv8,,c_cld,12,200,0.36,1.1
006437,old,ASW0006a07,,c_cld,12,200,0.38,0.76
006479,old,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
006691,old,ASW0004dv8,,jasonjason,8,200,0.5,1.0
006694,old,ASW0004dv8,,jasonjason,11,200,0.5,1.0
006696,old,ASW0004dv8,,jasonjason,11,200,0.5,1.0
006709,old,ASW0004iye,,c_cld,12,200,0.3,0.9
007040,old,ASW0004dv8,,c_cld,12,300,0.25,0.7
007081,old,ASW0004dv8,,Budgieye,12,200,0.5,1.0
007084,old,ASW0004dv8,,Budgieye,8,200,0.5,1.0
007118,old,ASW0004dv8,,c_cld,12,400,0.28,2.0
007185,old,ASW0004dv8,,c_cld,8,200,0.5,1.0
007189,old,ASW0004dv8,,test,8,200,0.3,2.0
007193,old,ASW0004dv8,,c_cld,12,300,0.4,1.0
007195,old,ASW0004dv8,,c_cld,9,300,0.4,1.0
007200,old,ASW0004dv8,,c_cld,12,300,0.4,1.0
007202,old,ASW0004dv8,,c_cld,12,300,0.4,1.8
007242,old,ASW0004dv8,,c_cld,12,300,0.4,1.1
007258,old,ASW0004dv8,,c_cld,12,300,0.4,1.1
007261,old,ASW0004dv8,,jasonjason,12,300,0.5,1.0
007334,old,ASW0004dv8,,psaha,12,300,0.5,1.0
007335,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
007350,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
007403,old,ASW0004dv8,,c_cld,12,300,0.5,1.0
007405,old,ASW0004dv8,,c_cld,12,300,0.4,1.1
007421,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
007422,old,ASW0004dv8,,Phil,12,300,0.5,1.0
007432,old,ASW0004dv8,,c_cld,12,300,0.4,0.7
007459,old,ASW0004dv8,,c_cld,12,300,0.4,0.7
007479,old,ASW0004dv8,,ElisabethB,12,300,0.5,1.0
007820,old,ASW0004dv8,,c_cld,12,300,0.5,1.0
007957,old,ASW0007e08,,c_cld,8,200,0.5,1.0
007959,old,ASW0007e08,,c_cld,12,200,0.5,1.2
007961,old,ASW0007e08,,c_cld,12,200,0.5,1.2
007990,old,ASW0004dv8,,c_cld,12,300,0.5,1.0
007991,old,ASW0004dv8,,c_cld,11,300,0.4,1.0
007993,old,ASW0004dv8,,c_cld,12,300,0.4,1.0
008009,old,ASW0007e08,,c_cld,12,200,0.48,0.8
008048,old,ASW00024id,,c_cld,12,200,0.5,1.0
008057,old,ASW00024id,,c_cld,11,200,0.5,1.0
008058,old,ASW00024id,,c_cld,12,200,0.5,1.0
008059,old,ASW00024id,,c_cld,12,200,0.5,1.0
008425,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
008756,old,ASW0007wfj,,c_cld,8,200,0.5,1.0
008757,old,ASW0007wfj,,c_cld,12,200,0.5,1.0
008758,old,ASW0007wfj,,c_cld,12,200,0.5,1.0
008879,old,ASW0007t5y,,c_cld,10,200,0.5,1.0
008881,old,ASW0007t5y,,c_cld,12,200,0.5,1.0
008884,old,ASW0007k4r,,c_cld,12,200,0.5,1.0
008885,old,ASW0007k4r,,c_cld,12,200,0.5,1.0
008886,old,ASW0007t5y,,Phil,12,200,0.5,1.0
008896,old,ASW0007h27,,c_cld,11,200,0.5,1.0
008897,old,ASW0007h27,,c_cld,12,200,0.5,1.0
008932,old,ASW0004dv8,,psaha,12,300,0.5,1.0
008933,old,ASW0007t5y,,Capella05,12,200,0.5,1.0
009373,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
009381,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
009934,old,ASW0004dv8,,c_cld,12,300,0.5,1.0
009935,old,ASW0004dv8,,c_cld,12,300,0.5,1.0
009951,old,ASW0004dv8,,c_cld,12,300,0.5,1.0
009964,old,ASW0004dv8,,Phil,8,200,0.5,1.0
010004,old,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
011214,old,ASW0004dv8,,Phil,8,200,0.5,1.0
011332,old,ASW0009ab8,,c_cld,11,200,0.5,1.0
011333,old,ASW0009ab8,,c_cld,12,200,0.5,1.0
011334,old,ASW0009ab8,,c_cld,12,200,0.5,1.0
011363,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
011364,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
011365,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
011366,old,ASW0004dv8,,Capella05,8,200,0.5,1.0
011367,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
011368,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
011369,old,ASW0004dv8,,Capella05,12,300,0.5,1.0
011370,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
011371,old,ASW0004dv8,,Capella05,12,300,0.5,1.0
011372,old,ASW0004dv8,,Capella05,12,200,0.5,1.0
011373,old,ASW0004dv8,,Capella05,12,300,0.5,1.0
011374,old,ASW0004dv8,,Capella05,12,300,0.5,1.0
011375,old,ASW0004dv8,,rafik,8,200,0.5,1.0
011416,old,ASW000619d,,c_cld,11,200,0.5,1.0
011418,old,ASW000619d,,c_cld,12,200,0.5,1.0
011419,old,ASW000619d,,c_cld,12,200,0.5,1.0
011421,old,ASW000619d,,c_cld,12,200,0.5,1.0
011486,old,ASW000619d,,Phil,12,200,0.5,1.0
011489,old,ASW000619d,,psaha,8,200,0.5,1.0
011707,old,ASW0008swn,,c_cld,12,200,0.5,1.0
011717,old,ASW00096rm,,c_cld,12,200,0.5,1.0
011763,old,ASW0009cjs,,c_cld,12,200,0.5,1.0
012298,old,ASW0009ab8,,c_cld,12,200,0.31,1.2
012359,old,ASW0004dv8,,Phil,9,200,0.5,1.0
012372,old,ASW0008swn,,c_cld,11,200,0.5,1.0
012373,old,ASW0008swn,,c_cld,12,200,0.5,1.0
012400,old,ASW0007k4r,,c_cld,11,200,0.5,1.0
012401,old,ASW0007k4r,,c_cld,12,200,0.5,1.0
012402,old,ASW0007k4r,,c_cld,12,200,0.5,1.0
012443,old,ASW0007h27,,c_cld,12,200,0.5,1.0
012444,old,ASW0007h27,,c_cld,12,200,0.5,1.0
012522,old,ASW00024q6,,c_cld,11,200,0.5,1.0
012523,old,ASW00024q6,,c_cld,12,200,0.5,1.0
012694,old,ASW0007k4r,,c_cld,12,200,0.62,1.55
012711,old,ASW0003wsu,,c_cld,10,200,0.5,1.0
012712,old,ASW0003wsu,,c_cld,12,200,0.5,1.0
012736,old,ASW0008swn,,c_cld,7,200,0.5,1.0
012737,old,ASW0008swn,,c_cld,10,200,0.5,1.0
012738,old,ASW0008swn,,c_cld,12,200,0.5,1.0
012766,old,ASW0007k4r,,c_cld,12,200,0.62,1.55
012768,old,ASW0007k4r,,c_cld,12,200,0.62,1.55
012769,old,ASW0007k4r,,c_cld,12,200,0.5,1.0
012770,old,ASW0007k4r,,c_cld,12,200,0.5,1.0
012771,old,ASW0007k4r,,c_cld,12,200,0.62,1.55
013029,old,ASW0002asp,,c_cld,12,200,0.5,1.0
013053,old,ASW0006e0o,,c_cld,8,200,0.5,1.0
013055,old,ASW0006e0o,,c_cld,10,200,0.5,1.0
013056,old,ASW0006e0o,,c_cld,12,200,0.5,1.0
013160,old,ASW0002dx7,,c_cld,12,200,0.5,1.0
013164,old,ASW0002dx7,,c_cld,12,200,0.5,1.0
013165,old,ASW0002dx7,,c_cld,12,200,0.5,1.0
013175,old,ASW0002dx7,,c_cld,12,200,0.3,1.5
013178,old,ASW0002dx7,,c_cld,12,200,0.3,1.5
013185,old,ASW0002dx7,,c_cld,12,200,0.3,2.0
013195,old,ASW0002dx7,,c_cld,12,200,0.2,0.9
013217,old,ASW0006jh5,,c_cld,11,200,0.5,1.0
013218,old,ASW0006jh5,,c_cld,12,200,0.5,1.0
013248,old,ASW0001c3j,,c_cld,9,200,0.5,1.0
013251,old,ASW0001c3j,,c_cld,11,200,0.5,1.0
013252,old,ASW0001c3j,,c_cld,12,200,0.5,1.0
013266,old,ASW0002qtn,,c_cld,11,200,0.5,1.0
013267,old,ASW0002qtn,,c_cld,12,200,0.5,1.0
013273,old,ASW0002dx7,,c_cld,11,200,0.5,1.0
013274,old,ASW0002dx7,,c_cld,12,200,0.5,1.0
013397,old,ASW0001ld7,,c_cld,12,200,0.5,1.0
013399,old,ASW0009ans,,c_cld,12,200,0.5,1.0
013406,old,ASW00050sk,,c_cld,11,200,0.5,1.0
013410,old,ASW0004nan,,c_cld,11,200,0.5,1.0
013421,old,ASW0009bp2,,c_cld,12,200,0.5,1.0
013427,old,ASW0006jh5,,c_cld,10,200,0.5,1.0
013428,old,ASW0006jh5,,c_cld,12,200,0.5,1.0
013445,old,ASW0008wmr,,psrk,8,200,0.5,1.0
013448,old,ASW0008wmr,,psrk,8,200,0.5,1.0
JQA3OBCT52,new,ASW0004wgd,#SW34,Capella05,,,,
3BJQ2QZN65,new,ASW0002p8y,#SW29,Capella05,,,,
EYVRGDM2OE,new,ASW0008qsm,#SW28,Capella05,,,,
M36RZR4OC4,new,ASW00070vl,#SW52,Capella05,,,,
CCZG2QBCV3,new,ASW0007sez,#SW53,C_cld,,,,
Y4NEUEI45Y,new,ASW00021r0,#SW30,C_cld,,,,
HOHZKGVFHT,new,ASW0004m3x,#SW20,Capella05,,,,
2CZ5QU37NJ,new,ASW00021r0,#SW30,Capella05,,,,
BFXRMIQEAT,new,ASW0008xbu,,ElisabethB,,,,
XZDGINWFYY,new,ASW0006mea,#SW3,Capella05,,,,
5WB7AO4WUY,new,ASW00008a0,#SW49,Capella05,,,,
M6IXERVPB4,new,ASW0008qsm,,ElisabethB,,,,
D4UQI6M3ZU,new,ASW0007hu2,#SW17,Capella05,,,,
ZHRZSBEAN5,new,ASW000096t,,ElisabethB,,,,
XF5TQSXZDQ,new,ASW0000g95,,Capella05,,,,
6IU7DLN5GK,new,ASW00085cp,,ElisabethB,,,,
EPEDEGOBNV,new,ASW00021r0,#SW30,Capella05,,,,
VTGDU6KOBA,new,ASW0004m3x,#SW20,Capella05,,,,
I2AODKYMKN,new,ASW0004m3x,#SW20,Capella05,,,,
PGTZG3KCTV,new,ASW0004m3x,#SW20,Capella05,,,,
7IPP7LWVOF,new,ASW000096t,#SW35,Capella05,,,,
KCX5ZKZCYU,new,ASW0009cox,#SW37,Capella05,,,,
CLH5R3M5SP,new,ASW0009cox,,ElisabethB,,,,
5P5PSM2PUJ,new,ASW0009cox,,ElisabethB,,,,
ZQTCPBN3ZE,new,ASW00008a0,,ElisabethB,,,,
TQKS2E5S7H,new,ASW0008qsm,#SW28,C_cld,,,,
QZROE23AUH,new,ASW0004m3x,#SW20,C_cld,,,,
013589,old,ASW0006a07,#SW51,C_cld,,,,
P5W2HUVWX3,new,ASW0004xjk,,ElisabethB,,,,
EL3RTBLAWB,new,ASW00024id,#SW44,C_cld,,,,
KEDFRTYJXH,new,ASW00007ls ASW000066w,#SW48,C_cld,,,,
SI4ELBAKL2,new,ASW0007sez,,ElisabethB,,,,
UHUIOLRHVW,new,ASW00021r0,#SW30,Capella05,,,,
SYTNGELH3Q,new,ASW00021r0,#SW30,Capella05,,,,
VHV6RQYYKZ,new,ASW0007pga,#SW55,Capella05,,,,
L5TWWXPEJV,new,ASW0001ld7,#SW18,C_cld,,,,
GSI5A6JUYX,new,ASW0006jh5,#SW26,C_cld,,,,
FFIENOES3L,new,ASW0002qtn,#SW10,C_cld,,,,
HISGRAIZL2,new,ASW00099ed,,C_cld,,,,
2SU75GA4XN,new,ASW0008qsm,#SW28,C_cld,,,,
TOFS7JNGEK,new,ASW0008qsm,#SW29,psaha,,,,
