000291,ASW00051ld,,jasonjason,7,200,0.5,1.0
000474,ASW0002dx7,,jasonjason,8,200,0.5,1.0
000896,ASW0002k40,,Capella05,8,200,0.5,1.0
000899,ASW0002k40,,Capella05,8,200,0.5,1.0
001447,ASW0004dv8,,jasonjason,8,200,0.36,1.03
001750,ASW00024id,,Tom Collett,8,200,0.5,1.0
001774,ASW00024id,,jasonjason,12,200,0.5,1.0
002026,ASW00024id,,psaha,8,200,0.5,1.0
002030,ASW00024id,,psaha,8,200,0.5,1.0
002125,ASW0004iye,,jasonjason,11,200,0.5,1.0
002131,ASW0004iye,,jasonjason,9,200,0.5,1.0
002132,ASW0004iye,,jasonjason,9,200,0.5,1.0
002133,ASW00024id,,Budgieye,8,200,0.5,1.0
002141,ASW0004iye,,jasonjason,9,200,0.5,1.0
002142,ASW0004iye,,jasonjason,9,200,0.5,1.0
002248,ASW0002asp,,Capella05,8,200,0.5,1.0
002360,ASW0004iye,,psaha,8,200,0.5,1.0
002421,ASW0002asp,,jon273,8,200,0.5,1.0
002478,ASW0003r61,,Capella05,8,200,0.5,1.0
002481,ASW0003r61,,jon273,8,200,0.5,1.0
003972,ASW0002asp,,psaha,12,200,0.5,1.0
004506,ASW0004dv8,,c_cld,8,200,0.5,1.0
004516,ASW0004dv8,,Capella05,8,200,0.5,1.0
004531,ASW0004dv8,,c_cld,10,200,0.2,0.7
004535,ASW0004dv8,,c_cld,11,200,0.2,0.68
004536,ASW0004dv8,,c_cld,11,200,0.2,0.68
004538,ASW0004dv8,,c_cld,9,200,0.2,0.7
004539,ASW0004dv8,,c_cld,9,200,0.2,0.7
004543,ASW0004dv8,,c_cld,9,200,0.2,0.6
004544,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004550,ASW0004dv8,,Budgieye,8,200,0.2,2.0
004552,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004553,ASW0004dv8,,Budgieye,8,200,0.2,1.0
004554,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004560,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004568,ASW0004dv8,,Capella05,8,200,0.5,1.0
004570,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004571,ASW0004dv8,,Budgieye,8,200,0.2,1.0
004585,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004617,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004625,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004628,ASW0004dv8,,c_cld,9,200,0.25,0.65
004648,ASW0004dv8,,Capella05,9,200,0.5,1.0
004681,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004686,ASW0004dv8,,Capella05,8,200,0.5,1.0
004705,ASW0004dv8,,c_cld,11,200,0.25,0.65
004711,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004713,ASW0004dv8,,c_cld,11,200,0.25,0.65
004737,ASW0004dv8,,Capella05,8,200,0.5,1.0
004741,ASW0004dv8,,c_cld,11,200,0.25,0.65
004755,ASW0004dv8,,c_cld,11,200,0.25,0.65
004758,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004809,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004827,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004836,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004849,ASW0004dv8,,c_cld,8,200,0.24,1.1
004850,ASW0004dv8,,Khalila RedBird,8,200,0.5,1.0
004853,ASW0004dv8,,Khalila RedBird,8,200,0.5,1.0
004865,ASW0004dv8,,ElisabethB,8,200,0.1,1.0
004870,ASW0004dv8,,c_cld,11,200,0.3,1.4
004871,ASW0004dv8,,c_cld,11,200,0.5,1.0
004879,ASW0004dv8,,c_cld,9,200,0.3,1.2
004902,ASW0004dv8,,c_cld,11,200,0.5,1.0
004916,ASW0004dv8,,c_cld,10,200,0.3,0.84
004965,ASW0004dv8,,c_cld,11,200,0.32,2.0
004979,ASW0004dv8,,c_cld,11,200,0.32,2.0
005068,ASW0006e0o,,c_cld,8,200,0.5,1.0
005075,ASW0006e0o,,c_cld,8,200,0.2,0.8
005088,ASW0006e0o,,c_cld,10,200,0.3,0.5
005130,ASW0004dv8,,KhalilaRedBird,8,200,0.5,1.0
005237,ASW0004dv8,,Capella05,8,200,0.5,1.0
005310,ASW0004dv8,,c_cld,12,200,0.3,2.0
005505,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005515,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005520,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005523,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005527,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005529,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005593,ASW0004dv8,,Capella05,12,200,0.5,1.0
005594,ASW0004dv8,,Capella05,12,200,0.5,1.0
005653,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005811,ASW0004dv8,,c_cld,12,200,0.36,1.1
006437,ASW0006a07,,c_cld,12,200,0.38,0.76
006479,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
006691,ASW0004dv8,,jasonjason,8,200,0.5,1.0
006694,ASW0004dv8,,jasonjason,11,200,0.5,1.0
006696,ASW0004dv8,,jasonjason,11,200,0.5,1.0
006709,ASW0004iye,,c_cld,12,200,0.3,0.9
006767,ASW00047ae,,c_cld,8,200,0.5,1.0
006771,ASW00047ae,,c_cld,8,200,0.5,1.0
006784,ASW00047ae,,c_cld,10,200,0.5,0.9
006789,ASW00047ae,,c_cld,11,200,0.5,0.9
006790,ASW00047ae,,c_cld,12,200,0.5,0.9
006792,ASW00047ae,,c_cld,11,200,0.5,0.9
007040,ASW0004dv8,,c_cld,12,300,0.25,0.7
007081,ASW0004dv8,,Budgieye,12,200,0.5,1.0
007084,ASW0004dv8,,Budgieye,8,200,0.5,1.0
007118,ASW0004dv8,,c_cld,12,400,0.28,2.0
007185,ASW0004dv8,,c_cld,8,200,0.5,1.0
007189,ASW0004dv8,,test,8,200,0.3,2.0
007193,ASW0004dv8,,c_cld,12,300,0.4,1.0
007195,ASW0004dv8,,c_cld,9,300,0.4,1.0
007200,ASW0004dv8,,c_cld,12,300,0.4,1.0
007202,ASW0004dv8,,c_cld,12,300,0.4,1.8
007242,ASW0004dv8,,c_cld,12,300,0.4,1.1
007258,ASW0004dv8,,c_cld,12,300,0.4,1.1
007261,ASW0004dv8,,jasonjason,12,300,0.5,1.0
007334,ASW0004dv8,,psaha,12,300,0.5,1.0
007335,ASW0004dv8,,Capella05,12,200,0.5,1.0
007350,ASW0004dv8,,Capella05,12,200,0.5,1.0
007403,ASW0004dv8,,c_cld,12,300,0.5,1.0
007405,ASW0004dv8,,c_cld,12,300,0.4,1.1
007421,ASW0004dv8,,Capella05,12,200,0.5,1.0
007422,ASW0004dv8,,Phil,12,300,0.5,1.0
007432,ASW0004dv8,,c_cld,12,300,0.4,0.7
007459,ASW0004dv8,,c_cld,12,300,0.4,0.7
007479,ASW0004dv8,,ElisabethB,12,300,0.5,1.0
007820,ASW0004dv8,,c_cld,12,300,0.5,1.0
007957,ASW0007e08,,c_cld,8,200,0.5,1.0
007959,ASW0007e08,,c_cld,12,200,0.5,1.2
007961,ASW0007e08,,c_cld,12,200,0.5,1.2
007990,ASW0004dv8,,c_cld,12,300,0.5,1.0
007991,ASW0004dv8,,c_cld,11,300,0.4,1.0
007993,ASW0004dv8,,c_cld,12,300,0.4,1.0
008009,ASW0007e08,,c_cld,12,200,0.48,0.8
008048,ASW00024id,,c_cld,12,200,0.5,1.0
008057,ASW00024id,,c_cld,11,200,0.5,1.0
008058,ASW00024id,,c_cld,12,200,0.5,1.0
008059,ASW00024id,,c_cld,12,200,0.5,1.0
008425,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
008879,ASW0007t5y,,c_cld,10,200,0.5,1.0
008881,ASW0007t5y,,c_cld,12,200,0.5,1.0
008884,ASW0007k4r,,c_cld,12,200,0.5,1.0
008885,ASW0007k4r,,c_cld,12,200,0.5,1.0
008886,ASW0007t5y,,Phil,12,200,0.5,1.0
008932,ASW0004dv8,,psaha,12,300,0.5,1.0
008933,ASW0007t5y,,Capella05,12,200,0.5,1.0
009373,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
009381,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
009934,ASW0004dv8,,c_cld,12,300,0.5,1.0
009935,ASW0004dv8,,c_cld,12,300,0.5,1.0
009951,ASW0004dv8,,c_cld,12,300,0.5,1.0
009964,ASW0004dv8,,Phil,8,200,0.5,1.0
010004,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
011214,ASW0004dv8,,Phil,8,200,0.5,1.0
011332,ASW0009ab8,,c_cld,11,200,0.5,1.0
011333,ASW0009ab8,,c_cld,12,200,0.5,1.0
011334,ASW0009ab8,,c_cld,12,200,0.5,1.0
011363,ASW0004dv8,,Capella05,8,200,0.5,1.0
011364,ASW0004dv8,,Capella05,8,200,0.5,1.0
011365,ASW0004dv8,,Capella05,8,200,0.5,1.0
011366,ASW0004dv8,,Capella05,8,200,0.5,1.0
011367,ASW0004dv8,,Capella05,12,200,0.5,1.0
011368,ASW0004dv8,,Capella05,12,200,0.5,1.0
011369,ASW0004dv8,,Capella05,12,300,0.5,1.0
011370,ASW0004dv8,,Capella05,12,200,0.5,1.0
011371,ASW0004dv8,,Capella05,12,300,0.5,1.0
011372,ASW0004dv8,,Capella05,12,200,0.5,1.0
011373,ASW0004dv8,,Capella05,12,300,0.5,1.0
011374,ASW0004dv8,,Capella05,12,300,0.5,1.0
011375,ASW0004dv8,,rafik,8,200,0.5,1.0
011416,ASW000619d,,c_cld,11,200,0.5,1.0
011418,ASW000619d,,c_cld,12,200,0.5,1.0
011419,ASW000619d,,c_cld,12,200,0.5,1.0
011421,ASW000619d,,c_cld,12,200,0.5,1.0
011486,ASW000619d,,Phil,12,200,0.5,1.0
011489,ASW000619d,,psaha,8,200,0.5,1.0
011707,ASW0008swn,,c_cld,12,200,0.5,1.0
011717,ASW00096rm,,c_cld,12,200,0.5,1.0
011763,ASW0009cjs,,c_cld,12,200,0.5,1.0
012298,ASW0009ab8,,c_cld,12,200,0.31,1.2
012359,ASW0004dv8,,Phil,9,200,0.5,1.0
012372,ASW0008swn,,c_cld,11,200,0.5,1.0
012373,ASW0008swn,,c_cld,12,200,0.5,1.0
012400,ASW0007k4r,,c_cld,11,200,0.5,1.0
012401,ASW0007k4r,,c_cld,12,200,0.5,1.0
012402,ASW0007k4r,,c_cld,12,200,0.5,1.0
012522,ASW00024q6,,c_cld,11,200,0.5,1.0
012523,ASW00024q6,,c_cld,12,200,0.5,1.0
012553,ASW00047ae,,c_cld,10,200,0.5,1.0
012554,ASW00047ae,,c_cld,12,200,0.5,1.0
012694,ASW0007k4r,,c_cld,12,200,0.62,1.55
012711,ASW0003wsu,,c_cld,10,200,0.5,1.0
012712,ASW0003wsu,,c_cld,12,200,0.5,1.0
012736,ASW0008swn,,c_cld,7,200,0.5,1.0
012737,ASW0008swn,,c_cld,10,200,0.5,1.0
012738,ASW0008swn,,c_cld,12,200,0.5,1.0
012766,ASW0007k4r,,c_cld,12,200,0.62,1.55
012768,ASW0007k4r,,c_cld,12,200,0.62,1.55
012769,ASW0007k4r,,c_cld,12,200,0.5,1.0
012770,ASW0007k4r,,c_cld,12,200,0.5,1.0
012771,ASW0007k4r,,c_cld,12,200,0.62,1.55
013029,ASW0002asp,,c_cld,12,200,0.5,1.0
013053,ASW0006e0o,,c_cld,8,200,0.5,1.0
013055,ASW0006e0o,,c_cld,10,200,0.5,1.0
013056,ASW0006e0o,,c_cld,12,200,0.5,1.0
013160,ASW0002dx7,,c_cld,12,200,0.5,1.0
013164,ASW0002dx7,,c_cld,12,200,0.5,1.0
013165,ASW0002dx7,,c_cld,12,200,0.5,1.0
013175,ASW0002dx7,,c_cld,12,200,0.3,1.5
013178,ASW0002dx7,,c_cld,12,200,0.3,1.5
013185,ASW0002dx7,,c_cld,12,200,0.3,2.0
013195,ASW0002dx7,,c_cld,12,200,0.2,0.9
013217,ASW0006jh5,,c_cld,11,200,0.5,1.0
013218,ASW0006jh5,,c_cld,12,200,0.5,1.0
013248,ASW0001c3j,,c_cld,9,200,0.5,1.0
013251,ASW0001c3j,,c_cld,11,200,0.5,1.0
013252,ASW0001c3j,,c_cld,12,200,0.5,1.0
013266,ASW0002qtn,,c_cld,11,200,0.5,1.0
013267,ASW0002qtn,,c_cld,12,200,0.5,1.0
013273,ASW0002dx7,,c_cld,11,200,0.5,1.0
013274,ASW0002dx7,,c_cld,12,200,0.5,1.0
013397,ASW0001ld7,,c_cld,12,200,0.5,1.0
013406,ASW00050sk,,c_cld,11,200,0.5,1.0
013410,ASW0004nan,,c_cld,11,200,0.5,1.0
013421,ASW0009bp2,,c_cld,12,200,0.5,1.0
013427,ASW0006jh5,,c_cld,10,200,0.5,1.0
013428,ASW0006jh5,,c_cld,12,200,0.5,1.0
013445,ASW0008wmr,,psrk,8,200,0.5,1.0
013448,ASW0008wmr,,psrk,8,200,0.5,1.0
013557,ASW00024id,,c_cld,10,200,0.5,1.0
013560,ASW00024id,,c_cld,11,200,0.5,1.0
013561,ASW00024id,,c_cld,11,200,0.5,1.0
013562,ASW00024id,,c_cld,11,200,0.5,1.0
013589,ASW0006a07,,c_cld,12,200,0.6,1.1
013599,ASW00024id,,c_cld,10,200,0.66,1.3
013600,ASW00024id,,c_cld,12,200,0.66,1.3
013606,ASW00024id,,c_cld,11,200,0.63,1.1
013611,ASW00024id,,c_cld,10,200,0.63,1.1
013614,ASW00024id,,c_cld,9,200,0.63,1.1
013615,ASW00024id,,c_cld,9,200,0.63,1.1
